division_name,district_name,depot_code,length_to2,veh_total,veh_truck,avg_iri,length_ac,lanemin_ac,lanemax_ac,laneavg_ac,pavewidthavg_ac,shoulderwidthavg_ac,length_cc,lanemin_cc,lanemax_cc,laneavg_cc,pavewidthavg_cc,shoulderwidthavg_cc,bicyclelane_sqm,rest_area_sqm,sidewalk_sqm,retainingwall_sqm,roadmarking_sqm,road_medians_m,elevation_mean,elevation_var,slope_mean,slope_var,ค่าบำรุงตามระยะทางต่อ 2 ช่องจราจร,ค่าบำรุงทรัพย์สิน,จำนวนจุดกางเต็นท์,ค่าบำรุงจุดกางเต็นท์,จำนวนจุดพักรถ,ค่าบำรุงจุดพักรถ,จำนวนภูมิสถาปัตย์,ค่าบำรุงภูมิสถาปัตย์,พื้นที่ฝนชุก,sum_งบแผน68,bridge_m
สำนักงานทางหลวงที่ 17 (กระบี่),ขท.ภูเก็ต,324,603.141,2002651336,286100492,2.1375,183.826,2,6,3.75,3.5,5.142,1.41,6.0,6.0,6.0,3.5,4.0,84454.5,0.0,183292.9,298.6,77498.53,76414.0,18.807700148991724,236.84712948018282,0.060811905363652344,40.62583228886544,36188460.0,4392300,0,0,9,2700000,2,600000,2,17236877.36,3881.05
สำนักงานทางหลวงที่ 16 (นครศรีธรรมราช),ขท.สุราษฎร์ธานีที่ 1 ,325,837.591,1428980582,340339410,2.888,336.702,4,10,4.75,3.5,5.0,28.52,4.0,8.0,5.25,3.9834000000000005,5.1,0.0,0.0,104749.25600000001,22826.199999999997,161539.414,67464.56,25.81661250850372,195.01158745729876,0.008785695767562758,21.36056377611669,50255460.0,3374200,2,600000,0,0,0,0,2,47805316.0,19521.95
สำนักงานทางหลวงที่ 16 (นครศรีธรรมราช),ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),326,796.763,1652487745,117360950,2.047,336.505,1,8,3.6666666666666665,3.633,5.0,4.6370000000000005,1.0,4.0,2.75,3.5,,0.0,0.0,201275.85,20481.05,67600.845,130569.13,44.0546849121858,299.7177337597755,-0.010295899857212602,29.33621331274296,47805780.0,3582200,0,0,1,300000,2,600000,4,46419930.0,10490.415
สำนักงานทางหลวงที่ 17 (กระบี่),ขท.พังงา,327,631.11,1037823437,147135214,2.26175,351.789,2,8,3.625,3.5,5.0,4.798,4.0,4.0,4.0,3.5,5.0,0.0,0.0,97155.83,199184.2,179800.051,120222.0,50.63684046192566,1131.523427388572,0.09691047678562013,36.11730612394162,37866600.0,3191800,0,0,1,300000,0,0,4,22852169.21,9585.5
สำนักงานทางหลวงที่ 16 (นครศรีธรรมราช),ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),328,604.326,2265182029,206441188,2.186857142857143,322.26099999999997,2,6,3.5714285714285716,3.532,5.0,0.0,,,,,,15320.0,0.0,188911.97600000002,1665.3,309545.466,18438.661,26.385044205272017,98.32885086532275,-0.012839580119795552,25.833823101972893,36259560.0,2624800,0,0,1,300000,1,300000,2,26661755.6,8649.0
สำนักงานทางหลวงที่ 16 (นครศรีธรรมราช),ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),329,673.54,2893846250,352097013,2.253,304.089,2,6,3.5,3.5,5.0,4.628,2.0,6.0,4.0,,,0.0,0.0,80023.69,8284.0,71181.69,84163.0,55.7504150568437,201.86347824983574,0.01744491670053107,31.187231601980614,40412400.0,2533400,0,0,2,600000,0,0,2,49094616.02,7855.0
สำนักงานทางหลวงที่ 17 (กระบี่),ขท.ระนอง,331,536.827,994758501,224455317,2.74225,268.19,1,6,3.5,3.5,5.0,3.3440000000000003,4.0,4.0,4.0,,,21936.0,0.0,42015.05,7456.4,119997.30000000008,96801.0,36.928204450859894,1161.649343098994,0.2009175015212922,51.65528523041654,32209620.0,3081300,0,0,1,300000,0,0,4,35764703.0,7390.0
สำนักงานทางหลวงที่ 15 (ประจวบคีรีขันธ์),ขท.ชุมพร,332,661.423,2142184953,758169463,2.323285714285714,310.773,2,6,3.142857142857143,3.5,6.0,69.258,2.0,4.0,3.4285714285714284,3.5,5.166666666666667,0.0,0.0,283505.86000000004,2204.7999999999997,165962.009,227064.0,21.335997621437844,172.81534314170688,-0.08587615975890348,17.832182512333365,39685380.0,3167100,1,300000,0,0,0,0,2,17220342.0,8576.0
สำนักงานทางหลวงที่ 15 (ประจวบคีรีขันธ์),ขท.ประจวบคีรีขันธ์ (หัวหิน),333,721.525,1298448961,509205403,2.0094285714285713,485.206,2,10,4.0,3.5,5.0,11.373999999999999,4.0,8.0,5.0,3.5,4.733333333333333,36547.73,19560.68,188116.78,4175.25,240902.6,195405.0,27.810754841821037,165.39512911632204,-0.04623805452223424,10.67095789872555,43291500.0,3325700,1,300000,2,600000,0,0,0,43935646.86,6936.2
สำนักงานทางหลวงที่ 15 (ประจวบคีรีขันธ์),ขท.ราชบุรี,335,631.802,2763952440,460587578,2.209,136.813,2,8,3.6,3.536,5.0,29.244999999999997,2.0,6.0,4.75,3.4375,5.0,0.0,0.0,90565.0,6216.25,1167.628,32936.0,26.385854946221386,149.36671027149285,0.04412398486902331,10.703422545588626,37908120.0,5526100,0,0,2,600000,1,300000,0,2925773.0,9850.0
สำนักงานทางหลวงที่ 15 (ประจวบคีรีขันธ์),ขท.นครปฐม,336,600.327,2439163877,213101050,3.4438750000000002,167.708,4,8,4.8,3.5,5.0,209.74,1.0,10.0,5.375,3.46875,4.304,0.0,0.0,265054.06,3940.0,93482.07,9719.188,6.596297800143518,2.171301836956399,-0.012259916392119105,4.7394352658779795,36019620.0,3809500,0,0,3,900000,0,0,0,14895309.58,9966.1
สำนักงานทางหลวงที่ 15 (ประจวบคีรีขันธ์),ขท.สมุทรสงคราม,337,527.11,2463770612,327730651,2.0636666666666668,216.4,1,6,3.6666666666666665,3.5,5.0,3.089,2.0,6.0,4.0,3.3333333333333335,3.5,0.0,0.0,25598.18,3061.0,82989.67999999996,1202.0,18.75149068608439,405.35032934464846,-0.07095534547839985,9.324196467523338,31626600.0,2678700,0,0,1,300000,0,0,0,18362201.0,11938.45
สำนักงานทางหลวงที่ 15 (ประจวบคีรีขันธ์),ขท.เพชรบุรี,338,711.869,1434933767,373691851,2.1635,395.89599999999996,2,6,3.0,5.5,5.0,12.129,2.0,6.0,3.75,4.5595,4.889,0.0,0.0,22623.65,18739.1,40715.390999999996,31114.0,60.20123712618853,337.6928177981696,-0.050340711305797224,10.2218090035466,42712140.0,3795800,0,0,1,300000,0,0,0,23268968.0,9546.911
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.กรุงเทพ,411,566.444,7519309714,452053776,3.4143846153846154,140.483,1,12,7.125,3.5,7.4,272.999,2.0,18.0,7.0,3.4655,5.69825,13750.0,0.0,310071.32,106000.90000000001,74971.62700000001,47034.899,65.16010967143677,1402.7974272255565,0.09216756180603419,26.7202620191412,33986640.0,5661600,0,0,0,0,0,0,0,28246563.1,33899.956
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.อยุธยา,413,915.242,1318106863,236324562,2.8519473684210523,338.71999999999997,2,10,4.266666666666667,3.583,5.0,355.73,1.0,10.0,3.75,3.8746666666666667,3.950090909090909,0.0,0.0,13275.0,0.0,25771.167999999998,23.496999999999996,6.565605340618941,1.37194882803075,0.010495491130695532,6.29735613568582,54914520.0,3663400,1,300000,0,0,0,0,0,17901066.35,28840.904
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.นครนายก,414,554.83,3638326568,129670330,2.9063636363636363,277.158,1,8,4.090909090909091,3.5,5.0,13.347000000000001,2.0,6.0,4.428571428571429,3.5,4.666666666666667,63300.0,0.0,73682.8,8464.0,76685.97,76422.56,17.959512103187983,58.64682842113608,0.1480300267805393,14.140237857969485,33289800.000000004,3614600,1,300000,1,300000,3,900000,2,22150559.68,11004.597
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.สมุทรสาคร,415,574.743,6055682425,150872279,2.7894444444444444,433.591,1,8,4.625,3.563,6.0,106.97399999999999,2.0,8.0,4.428571428571429,3.5,6.0562,0.0,0.0,1048292.96,163800.9,120014.41999999998,187397.475,3.877981679610084,1.1596769161332436,0.020321213241259836,6.970263602419403,34484580.0,5136300,0,0,0,0,1,300000,0,7450616.0,22085.926
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.ปทุมธานี,416,623.469,2556577365,83657604,3.3057777777777777,223.897,2,10,6.666666666666667,3.5,9.0,99.40299999999999,1.0,10.0,5.333333333333333,3.4583333333333335,5.0056666666666665,0.0,0.0,142669.00199999998,35905.8,18181.375,35648.0,4.529142239873099,2.879972511012845,-0.002658847577879956,12.18803096565792,37408140.0,3587700,0,0,2,600000,3,900000,0,94847495.0,37936.272
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.สมุทรปราการ,417,744.578,1947250357,106013166,3.362727272727273,416.785,1,13,6.0,3.5,8.123,128.397,1.0,11.0,6.285714285714286,3.382142857142857,6.0120000000000005,0.0,0.0,539832.0,58734.0,178634.348,160173.0,25.995936351883373,597.2428062387835,0.28740084304437735,33.32521385450126,44674680.0,5284400,0,0,2,600000,0,0,0,17975960.9,32991.05
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.นนทบุรี,418,563.489,3393654584,111865356,3.571285714285714,48.626999999999995,4,8,5.6,3.65,5.0,392.871,2.0,12.0,6.25,3.483333333333333,5.266166666666667,0.0,0.0,386054.41,50532.0,160337.3,66524.0,8.95115584942501,54.64186786495392,-0.008941694639567944,13.213843848275543,33809340.0,4623800,0,0,3,900000,6,1800000,0,26396681.8,34391.175
สำนักงานทางหลวงที่ 13 (กรุงเทพ),ขท.ธนบุรี,419,440.092,1688058836,154140213,2.7591666666666668,17.16,1,8,5.0,3.5,5.0,5.5,2.0,6.0,5.0,3.5,3.5,0.0,0.0,148137.03999999995,53212.0,41734.41999999993,39929.0,4.521460803389599,3.2959946937382085,-0.07019383799456538,17.052620065708012,26405520.0,2623300,0,0,2,600000,0,0,0,39174819.99,41046.666
สำนักงานทางหลวงที่ 14 (ชลบุรี),ขท.ฉะเชิงเทรา,421,955.316,2918720562,561282541,2.7927222222222223,313.764,2,8,4.266666666666667,3.5,7.111,322.026,2.0,12.0,5.0,3.4964999999999997,5.817666666666667,0.0,0.0,277562.15,0.0,62846.65,118789.0,2.336753891143669,2.9924958700963833,-0.008918128454980611,3.3020281814777763,57318960.0,3987900,0,0,0,0,1,300000,0,44418991.72,20978.356
สำนักงานทางหลวงที่ 14 (ชลบุรี),ขท.ชลบุรีที่ 1,422,774.303,1888426826,1177596583,2.821,308.732,1,12,4.7272727272727275,3.5,6.9,165.679,2.0,10.0,4.875,3.46875,4.999125,0.0,0.0,259932.81000000003,0.0,114850.15,118806.6,0.6717489658517718,1.9024405904861854,0.0052394410899383155,2.4263717013171906,46458180.0,5075800,1,300000,3,900000,2,600000,0,38774837.79,7966.928
สำนักงานทางหลวงที่ 14 (ชลบุรี),ขท.จันทบุรี,423,770.644,3225202515,861721055,2.2159999999999997,444.32,1,8,4.222222222222222,3.5,5.9,34.037,1.0,7.0,4.714285714285714,3.5555,5.123,74530.0,0.0,152719.64,25723.138,129417.657,111068.0,34.0788956515273,1312.7978354545955,-0.18119107601098225,53.91169313027388,46238640.0,3957400,0,0,0,0,2,600000,2,24685294.83,5399.0
สำนักงานทางหลวงที่ 14 (ชลบุรี),ขท.ตราด,425,677.558,1712443192,444202384,2.528857142857143,314.621,1,8,4.142857142857143,3.5,5.0,17.606,4.0,10.0,5.666666666666667,3.5,4.8,0.0,0.0,101039.9,0.0,137322.91999999998,140004.0,20.770313308185674,206.00969685112594,0.002906214643049942,19.633619847622562,40653480.0,2797500,0,0,0,0,0,0,4,18951930.5,6707.0
สำนักงานทางหลวงที่ 14 (ชลบุรี),ขท.ระยอง,426,960.971,1624636968,441420873,2.6442222222222225,163.82399999999998,2,10,4.333333333333333,8.25,12.25,246.496,2.0,12.0,6.714285714285714,4.6,5.556,0.0,0.0,117460.82,244.0,115982.3,114490.5,36.3329300805607,239.92035622956533,-0.07162095785116379,16.18813195531577,57658260.0,5633300,0,0,0,0,0,0,0,3241211.73,8861.7
สำนักงานทางหลวงที่ 14 (ชลบุรี),ขท.ชลบุรีที่ 2,428,934.259,2251455796,841407694,2.79,137.71099999999998,2,10,5.428571428571429,3.5,5.0,261.978,2.0,10.0,6.285714285714286,3.5,4.142799999999999,0.0,0.0,325043.3,84475.0,56838.97,56527.0,19.46385361528871,128.35056097884492,-0.18518108115800822,34.1744761432746,56055540.0,6803600,0,0,1,300000,0,0,0,21623707.63,18811.3
สำนักงานทางหลวงที่ 11 (ลพบุรี),ขท.ลพบุรีที่ 1,431,861.418,1812487222,230638765,2.7077142857142857,123.452,2,8,4.0,3.5,5.45,84.381,4.0,8.0,5.4,3.4,4.66,0.0,0.0,117675.91000000002,1527813.6,81574.806,73871.371,44.36764735983856,140.2848167869543,0.1379265814401294,10.538111431514048,51685080.0,4680800,1,300000,2,600000,2,600000,0,24056530.64,4541.0
สำนักงานทางหลวงที่ 11 (ลพบุรี),ขท.สระบุรี,432,953.309,1574016267,244396010,3.1458421052631578,220.513,2,6,3.8181818181818183,3.5,5.0,482.349,1.0,8.0,4.583333333333333,3.3666666666666667,4.451,11732.0,0.0,130493.45000000001,36208.6,87016.44999999998,493.515,38.14417518099401,107.39686543872817,0.0880798009782196,12.307280832608676,57198540.0,3556900,0,0,2,600000,2,600000,0,15892650.96,24167.035
สำนักงานทางหลวงที่ 11 (ลพบุรี),ขท.สิงห์บุรี,433,585.395,3177129290,458871256,2.35,149.181,2,8,5.2,3.5,5.0,34.712,2.0,8.0,3.5,3.5,4.5,4616.0,0.0,42133.25,12956.6,53977.12,49177.0,13.259235285889782,1.7083251344473653,-0.01634169415202355,6.591600806503184,35123700.0,3448900,0,0,1,300000,2,600000,0,10931073.0,4437.1
สำนักงานทางหลวงที่ 11 (ลพบุรี),ขท.ลพบุรีที่ 2 (ลำนารายณ์),435,749.252,2969911457,422350970,2.490933333333333,365.611,2,6,3.1333333333333333,3.5,6.3,0.356,4.0,6.0,5.0,,,0.0,0.0,35358.3,0.0,96160.52199999997,111085.0,120.7222062840644,1287.3020882324768,0.14935077606379318,9.373429399947366,44955120.0,3012600,0,0,0,0,0,0,0,21907259.0,5163.0
สำนักงานทางหลวงที่ 11 (ลพบุรี),ขท.นครสวรรค์ที่ 1,437,890.842,1533940963,212510863,2.7672727272727276,262.151,1,10,3.3636363636363638,3.5,5.0,23.784,1.0,10.0,3.375,3.5,4.333333333333333,29780.0,0.0,142043.8,21732.8,165959.457,75621.0,45.18364504164712,75.87238976444955,0.12490745006982985,6.903927741482539,53450520.0,3993600,0,0,0,0,3,900000,0,23134918.71,12625.6
สำนักงานทางหลวงที่ 11 (ลพบุรี),ขท.นครสวรรค์ที่ 2 (ตากฟ้า),438,841.387,2202577329,26115212,2.56075,139.54899999999998,2,4,3.25,3.5,4.0,5.35,4.0,4.0,4.0,3.5,2.0,0.0,0.0,76961.07,17777.600000000002,93041.68999999999,36203.0,50.71955515936784,241.68805420072746,-0.012294623927654706,6.567877768292867,50483220.0,3814800,0,0,1,300000,1,300000,0,44864899.3,3871.0
สำนักงานทางหลวงที่ 12 (สุพรรณบุรี),ขท.สุพรรณบุรีที่ 1,441,915.813,1996469645,87649696,3.0048000000000004,115.15599999999999,1,8,2.7777777777777777,3.5,5.0,407.468,1.0,8.0,4.181818181818182,3.5,5.3869,0.0,0.0,277765.67,90122.5,167543.82,135019.0,12.891936978593074,87.09247048351796,-0.016157599896568044,5.0652272206367215,54948780.0,5513100,0,0,0,0,0,0,0,9436328.34,21833.0
สำนักงานทางหลวงที่ 12 (สุพรรณบุรี),ขท.กาญจนบุรี,444,1017.353,1575957034,589691748,2.3801666666666668,311.846,2,6,3.25,3.5,5.308,27.634,2.0,8.0,4.5,3.4166666666666665,5.16,0.0,0.0,36386.35,940.0,56313.61,27649.0,78.65046217769181,424.2519790645213,-0.13935526567274262,15.072919687516482,61041180.0,5346900,0,0,0,0,0,0,0,13052440.21,4937.0
สำนักงานทางหลวงที่ 12 (สุพรรณบุรี),ขท.สุพรรณบุรีที่ 2 (อู่ทอง),445,1050.757,2538519856,173734142,2.8629411764705885,316.394,2,8,2.8333333333333335,3.5,5.789,218.397,2.0,8.0,5.0,3.491125,6.144875,9534.0,0.0,274387.97999999963,44429.6,245895.27999999997,158426.0,43.31594987207116,398.96386323149306,0.05266725056788606,5.57611675505905,63045420.0,5431300,0,0,3,900000,1,300000,0,22849661.0,5370.5
สำนักงานทางหลวงที่ 12 (สุพรรณบุรี),ขท.ชัยนาท,446,674.495,2737266415,468056912,2.460125,349.576,1,8,3.2857142857142856,3.5,6.0,115.643,1.0,8.0,4.25,3.5,6.0,0.0,0.0,45718.5,0.0,11510.93,28104.397,20.70210290987421,39.28455023431563,-0.3249109892963882,18.222994948279645,40469700.0,3736400,0,0,5,1500000,1,300000,0,25981167.0,5696.0
สำนักงานทางหลวงที่ 12 (สุพรรณบุรี),ขท.อุทัยธานี,447,547.512,3553393811,142974114,2.213111111111111,229.206,2,6,2.7777777777777777,3.5,5.0,6.234999999999999,2.0,2.0,2.0,3.5,5.0,8820.5,0.0,68096.19,0.0,139880.727,63287.0,78.02428078478516,1589.69015171579,0.12225137272145224,9.201155805780436,32850719.999999996,3984800,1,300000,1,300000,0,0,0,8096662.0,3668.85
สำนักงานทางหลวงที่ 12 (สุพรรณบุรี),ขท.อ่างทอง,448,603.358,2119827796,98247609,2.5053,273.013,1,8,4.0,3.5,5.334,44.848,1.0,6.0,2.7142857142857144,3.5,4.8886666666666665,0.0,0.0,88127.74,28333.4,78102.835,53772.0,16.94673334739186,1.595868231075821,0.02118165575060447,6.058923070678592,36201480.0,4279900,0,0,1,300000,0,0,0,21647068.02,11842.0
สำนักงานทางหลวงที่ 5 (พิษณุโลก),ขท.พิษณุโลกที่ 1,511,774.965,3660425293,485536904,2.575,269.08799999999997,2,9,3.8181818181818183,3.521,5.0,161.838,2.0,12.0,5.1,3.7222222222222223,4.944444444444445,0.0,0.0,81651.16,49183.0,107649.0,98314.0,51.50952059811884,3.9940666782119467,0.011303955848781936,8.652143711035116,46497900.0,4008600,0,0,2,600000,1,300000,0,25873713.63,10628.0
สำนักงานทางหลวงที่ 4 (ตาก),ขท.ตากที่ 1,512,830.796,3785552665,497662074,2.2748749999999998,408.994,1,6,3.375,3.5,5.125,77.277,1.0,10.0,4.125,3.484375,4.523714285714286,113122.0,0.0,111779.37999999999,7249.65,108478.69200000001,109152.31,155.2433266544587,6284.244073700187,-0.12139381995240502,23.870553186780246,49847760.0,3497300,0,0,0,0,2,600000,0,16304171.38,8321.6
สำนักงานทางหลวงที่ 4 (ตาก),ขท.สุโขทัย,513,1003.095,2777199411,1957249007,2.236181818181818,439.81,2,8,3.1363636363636362,5.5,4.5,40.083,2.0,6.0,3.933333333333333,3.75,3.3333333333333335,43981.765,0.0,135318.85,11196.0,138918.90500000003,92308.0,64.28502411816085,157.7923891035007,0.08052311041388467,9.381012065075659,60185700.0,4439800,0,0,0,0,1,300000,0,21915969.0,8524.9
สำนักงานทางหลวงที่ 4 (ตาก),ขท.ตากที่ 2 (แม่สอด),514,838.373,2605661339,736824232,3.202,81.578,1,8,5.0,3.852,4.762,91.606,1.0,8.0,5.0,3.51,4.678000000000001,0.0,0.0,77041.96,3789.2,156627.44350000005,111225.4,428.515035645706,24283.938874577256,0.4571554128138076,79.18054110449576,50302380.0,2529300,0,0,0,0,2,600000,0,25892491.8,6661.0
สำนักงานทางหลวงที่ 5 (พิษณุโลก),ขท.พิษณุโลกที่ 2 (วังทอง),515,826.491,3724488764,1609632054,2.6010833333333334,439.648,2,10,4.083333333333333,3.5,5.0,48.909000000000006,4.0,12.0,6.666666666666667,3.5,5.0,0.0,0.0,29761.18,2365.6,64848.968,9433.536,226.28747784295263,15784.850413688247,-0.621346511752893,22.608560222119948,49589460.0,2828000,0,0,1,300000,0,0,0,18861170.0,5142.8
สำนักงานทางหลวงที่ 4 (ตาก),ขท.กำแพงเพชร,517,884.94,7818459379,552826610,2.291181818181818,442.813,2,10,3.5454545454545454,3.5,5.0,31.173,1.0,10.0,4.333333333333333,3.5,4.333333333333333,0.0,0.0,134063.05,2779.5,230644.8137,176868.0,79.0816442231596,149.3777463817655,0.09183338722349906,9.563771296824386,53096400.0,3948800,0,0,1,300000,0,0,0,21938874.26,7791.0
สำนักงานทางหลวงที่ 5 (พิษณุโลก),ขท.พิจิตร,519,806.99,4609861272,508765125,2.6256666666666666,531.059,1,8,3.259259259259259,6.5,5.0,53.21,2.0,6.0,4.5,3.5,4.7,0.0,0.0,142808.37,0.0,136375.62900000002,106225.0,42.29899135440162,24.282435021491153,0.01332121903939254,8.071911491842897,48419400.0,3020800,0,0,0,0,0,0,0,11000590.0,9792.1
สำนักงานทางหลวงที่ 1 (เชียงใหม่),ขท.เชียงใหม่ที่ 1,521,760.612,3841642340,369311937,2.5076666666666667,177.892,1,6,4.0,3.5,4.746,38.607000000000006,2.0,6.0,4.333333333333333,3.5,4.2669999999999995,0.0,0.0,52776.18760000003,46843.0,69666.65099999998,54113.0,543.7696800084959,53678.55126096786,-0.20911810087598875,55.75647327474038,45636720.0,2601600,0,0,3,900000,1,300000,0,30530931.02,5994.5
สำนักงานทางหลวงที่ 1 (เชียงใหม่),ขท.เชียงใหม่ที่ 2,522,922.128,2923949676,72869385,2.4572857142857143,189.648,1,10,4.0,3.5,4.682,137.885,2.0,12.0,6.0,3.5,4.746,42735.0,0.0,177314.18,78043.0,157395.795,120215.055,440.56481659701467,12754.990579480564,0.5088751641045111,55.92304923859189,55327680.0,4860300,0,0,1,300000,0,0,0,10792056.0,12287.81
สำนักงานทางหลวงที่ 1 (เชียงใหม่),ขท.ลำปางที่ 1,523,765.85,5275173804,87903536,2.651888888888889,325.697,1,8,3.625,3.5,5.0,175.834,1.0,8.0,5.5,3.5,4.75,0.0,0.0,113112.20000000001,3493987.95,77992.91,75398.757,264.47192316630293,1817.5774630737149,0.10493844446781582,16.503114453144633,45951000.0,3579100,0,0,3,900000,1,300000,0,9142855.0,9503.0
สำนักงานทางหลวงที่ 1 (เชียงใหม่),ขท.ลำพูน,524,650.268,4501726331,409565552,2.7904999999999998,27.717,1,6,2.75,3.5,3.0,117.37100000000001,1.0,9.0,4.25,3.5,3.75,0.0,2000.0,45563.94,8428.650000000001,145095.42399999997,73359.0,363.73505346288425,1826.5473868920294,0.014812567103157672,15.182143258264134,39016080.0,2981300,0,0,0,0,1,300000,0,8114437.2,4362.0
สำนักงานทางหลวงที่ 1 (เชียงใหม่),ขท.แม่ฮ่องสอน,526,621.277,7433681041,98039932,2.4572857142857143,621.277,1,6,4.0,3.5,4.746,0.0,2.0,6.0,4.333333333333333,3.5,4.2669999999999995,0.0,0.0,1200.0,4834.35,29206.35,1546.0,497.4492075400077,23092.08449923699,0.347672270735521,154.39120007742997,37276620.0,1720700,0,0,3,900000,1,300000,0,4802893.0,5731.3
สำนักงานทางหลวงที่ 1 (เชียงใหม่),ขท.เชียงใหม่ที่ 3,527,757.512,8190537479,270059734,2.711,288.858,2,6,3.2,3.5,4.4,2.339,2.0,6.0,4.5,3.5,4.667,0.0,0.0,64167.22,0.0,82255.6224,14843.5,727.938353638556,34949.069875694055,-0.004628132274795103,115.28721149780431,45450720.0,2373200,0,0,0,0,0,0,0,16237561.5,5050.0
สำนักงานทางหลวงที่ 1 (เชียงใหม่),ขท.ลำปางที่ 2,528,668.217,3614318238,106829384,2.375909090909091,409.29699999999997,2,6,3.0,3.5,5.38,62.307,4.0,8.0,4.2,3.5,4.8666,14385.0,0.0,42731.04,2269.0,96702.29,114741.32,357.6008162154991,10148.185683926748,-0.07366932933762728,51.70738846039646,40093020.0,2429600,2,600000,1,300000,2,600000,0,10140437.0,5643.9
สำนักงานทางหลวงที่ 2 (แพร่),ขท.แพร่,531,868.164,7275391789,272233945,2.493444444444444,308.31,2,8,4.375,3.5,5.0,112.292,2.0,8.0,4.875,3.5,5.0,0.0,0.0,25456.661,5850.0,54578.6321,12097.0,249.3483275243684,6361.882060893769,0.7538837162147298,51.25434957528023,52089840.0,3440700,0,0,0,0,0,0,0,29465698.71,8265.0
สำนักงานทางหลวงที่ 2 (แพร่),ขท.เชียงรายที่ 1,533,1016.413,2534722589,266829589,2.6423333333333336,534.2,1,8,2.7777777777777777,3.625,6.866,70.639,1.0,8.0,3.933333333333333,3.5,3.951230769230769,0.0,0.0,92854.4,39270.0,61121.745000000185,22074.0,520.9497955622577,10405.140088842412,0.457748842276433,66.70188390776075,60984780.0,4980900,2,600000,2,600000,1,300000,2,15692770.6,7504.5
สำนักงานทางหลวงที่ 2 (แพร่),ขท.พะเยา,535,731.812,5544082966,119454959,2.4816363636363636,281.991,2,6,2.4545454545454546,3.5,5.0,21.277,2.0,6.0,3.3333333333333335,4.0,4.5,0.0,0.0,39239.93,21323.1,87357.88500000002,67471.4,413.8251698122571,4745.796452228896,0.22445737312346067,26.144416426968018,43908720.0,3815700,0,0,1,300000,0,0,0,15740359.6,6179.0
สำนักงานทางหลวงที่ 2 (แพร่),ขท.น่านที่ 1,536,689.769,6945868013,77951494,2.516625,389.678,2,4,2.625,4.333,5.0,1.0150000000000001,2.0,4.0,2.6666666666666665,3.5,2.0,6045.0,0.0,40582.15,2473.1800000000003,108810.95999999998,51161.0,353.912815294491,11717.074760403528,0.2824172857130237,87.61809279644105,41386140.0,2179500,0,0,1,300000,4,1200000,0,20341909.6,6168.8
สำนักงานทางหลวงที่ 2 (แพร่),ขท.เชียงรายที่ 2,537,1000.818,4099700049,511187019,2.287258064516129,664.371,2,8,2.774193548387097,3.5,5.0,26.048000000000002,2.0,8.0,4.117647058823529,3.4318181818181817,3.6125,40.76,0.0,145334.03,2446.8,184332.43,60838.979999999996,403.32226284586375,1545.5835198230925,-0.013133766742770843,23.268515410977002,60049080.0,4199700,0,0,2,600000,0,0,2,22723883.0,7616.0
